numsamples,filling,L,N,J,V,W,ts,unconstrained,energy,avrgtimeavrgcorr
20,0.75,12,9,1,1,1.0,0.07939135553453969,true,0.0,0.9825543615675713
20,0.75,12,9,1,4,1.0,0.07939135553453969,true,4.0,0.9870186270837078
20,0.75,12,9,1,4,1.0,0.07939135553453969,true,5.0,0.9885013510841458
20,0.75,12,9,1,4,1.0,0.07939135553453969,true,2.0,0.9855273601627033
20,0.75,12,9,1,4,1.0,0.07939135553453969,true,0.0,0.9827815583120344
20,0.75,12,9,1,16,20.0,0.07939135553453969,true,4.0,0.9893434841227261
20,0.75,12,9,1,16,20.0,0.07939135553453969,true,5.0,0.9911339758779919
20,0.75,12,9,1,16,20.0,0.07939135553453969,true,2.0,0.9877367571214338
20,0.75,12,9,1,16,20.0,0.07939135553453969,true,0.0,0.9861454067973047
20,0.75,12,9,1,1,20.0,0.07939135553453969,true,4.0,0.9878348811744367
20,0.75,12,9,1,1,20.0,0.07939135553453969,true,5.0,0.9891850504948592
20,0.75,12,9,1,1,20.0,0.07939135553453969,true,2.0,0.9864765383887544
20,0.75,12,9,1,1,20.0,0.07939135553453969,true,0.0,0.9838038611455882
20,0.75,12,9,1,4,20.0,0.07939135553453969,true,4.0,0.9879373202777424
20,0.75,12,9,1,4,20.0,0.07939135553453969,true,5.0,0.989307934013708
20,0.75,12,9,1,4,20.0,0.07939135553453969,true,2.0,0.9865488030286002
20,0.75,12,9,1,4,20.0,0.07939135553453969,true,0.0,0.9839892222202445
20,0.75,12,9,1,16,0.0,0.08708309579310353,true,4.0,0.9876695681660471
20,0.75,12,9,1,16,0.0,0.08708309579310353,true,5.0,0.9900549589698533
20,0.75,12,9,1,16,0.0,0.08708309579310353,true,2.0,0.9857410765522643
20,0.75,12,9,1,16,0.0,0.08708309579310353,true,0.0,0.9841916524762351
20,0.75,12,9,1,1,0.0,0.08708309579310353,true,4.0,0.9854010692857865
20,0.75,12,9,1,1,0.0,0.08708309579310353,true,5.0,0.9870246913310049
20,0.75,12,9,1,1,0.0,0.08708309579310353,true,2.0,0.9837824604117125
20,0.75,12,9,1,1,0.0,0.08708309579310353,true,0.0,0.9805776197149854
20,0.75,12,9,1,4,0.0,0.08708309579310353,true,4.0,0.9855678651390615
20,0.75,12,9,1,4,0.0,0.08708309579310353,true,5.0,0.9872248401318039
20,0.75,12,9,1,4,0.0,0.08708309579310353,true,2.0,0.9839006061186281
20,0.75,12,9,1,4,0.0,0.08708309579310353,true,0.0,0.9808757687492343
20,0.75,12,9,1,16,1.0,0.08708309579310353,true,4.0,0.9876716719761216
20,0.75,12,9,1,16,1.0,0.08708309579310353,true,5.0,0.9900561088774057
20,0.75,12,9,1,16,1.0,0.08708309579310353,true,2.0,0.9857436197699612
20,0.75,12,9,1,16,1.0,0.08708309579310353,true,0.0,0.9841939825959826
20,0.75,12,9,1,1,1.0,0.08708309579310353,true,4.0,0.9854044675532797
20,0.75,12,9,1,1,1.0,0.08708309579310353,true,5.0,0.9870277018814979
20,0.75,12,9,1,1,1.0,0.08708309579310353,true,2.0,0.983786204303716
20,0.75,12,9,1,1,1.0,0.08708309579310353,true,0.0,0.9805821177727347
20,0.75,12,9,1,4,1.0,0.08708309579310353,true,4.0,0.9855711493020746
20,0.75,12,9,1,4,1.0,0.08708309579310353,true,5.0,0.9872277148987407
